feature,coefficient,abs_coefficient
cat__diag_2_574,-0.01710759260206677,0.01710759260206677
cat__diag_2_575,0.012876458500223908,0.012876458500223908
cat__diag_2_576,0.39338581006753365,0.39338581006753365
cat__diag_2_577,0.46612717571958245,0.46612717571958245
cat__diag_2_578,0.3113561619342261,0.3113561619342261
cat__diag_2_579,-0.8669212444411242,0.8669212444411242
cat__diag_2_580,-0.1265357002500469,0.1265357002500469
cat__diag_2_581,0.08096641105322047,0.08096641105322047
cat__diag_2_583,-0.15792121308247842,0.15792121308247842
cat__diag_2_584,0.16070466082927826,0.16070466082927826
cat__diag_2_585,0.33160424828225027,0.33160424828225027
cat__diag_2_586,0.5571388636997081,0.5571388636997081
