feature,importance
cat__diag_3_413,0.00021519034113352486
cat__diag_2_996,0.00021446844336593126
cat__diag_1_724,0.0002126324248981363
cat__diag_3_786,0.00020884286775428717
cat__diag_3_244,0.0002073982938620516
cat__diag_3_578,0.0002020981509228123
cat__diag_3_453,0.00020030592730660074
cat__diag_1_482,0.00019614381675002384
cat__diag_3_996,0.00019524173411103102
cat__diag_1_654,0.00019501609126766335
cat__diag_2_577,0.00018845474405493716
cat__diag_2_788,0.00018735301243897581
cat__diag_3_250.01,0.00018603259139832377
cat__diag_2_280,0.00018601572219226773
cat__diag_1_415,0.00018392077901721967
cat__glyburide-metformin_No,0.00018349134425196822
cat__diag_2_38,0.00017999728257892008
cat__diag_1_250.41,0.00016888924318934727
cat__race_Other,0.0001649185136797652
cat__nateglinide_Steady,0.000164691087908519
cat__diag_1_540,0.00016097794594314882
cat__diag_2_296,0.00015844185518749238
cat__diag_2_Unknown,0.00015704586001105467
cat__diag_1_250.8,0.00014907441126668216
cat__diag_3_787,0.00014355091822898866
cat__diag_2_426,0.00014319144602911835
cat__diag_1_789,0.0001406086933771353
cat__diag_1_404,0.0001402556647967009
cat__diag_1_8,0.00013972516654716822
cat__diag_2_E888,0.0001394888418514641
cat__diag_1_285,0.00013818221014237224
cat__glipizide_Up,0.00013436712057225626
cat__diag_3_162,0.00013047162814504697
cat__diag_2_295,0.00012901169105636548
cat__diag_2_567,0.000127794863713095
cat__diag_3_342,0.00012714994962252895
cat__diag_3_250.8,0.00012483454154259334
cat__diag_1_560,0.00012055221597165777
cat__diag_3_285,0.00011975805988759281
cat__metformin_Down,0.00011682581055565383
cat__diag_3_305,0.00011586918413285069
cat__diag_2_434,0.00011576628801524456
cat__diag_2_574,0.00011252720261652108
cat__diag_1_566,0.00010744439132353661
cat__diag_1_386,0.0001069331240782595
cat__diag_3_493,0.00010683132928615251
cat__diag_3_V12,0.00010604109537136633
cat__diag_1_198,0.00010594972664969004
cat__glyburide-metformin_Steady,0.00010396308512035748
cat__diag_2_511,0.00010066064996990438
cat__diag_3_404,9.386155810261286e-05
cat__diag_1_402,9.355218994369717e-05
cat__diag_1_424,9.25430150758286e-05
cat__diag_1_730,9.216625290638507e-05
cat__diag_3_560,9.064217356558103e-05
cat__diag_1_444,8.946420135306238e-05
cat__diag_1_998,8.908158804988844e-05
cat__diag_2_560,8.690830853961492e-05
cat__diag_1_707,8.686448178405968e-05
cat__diag_3_596,8.645738773812704e-05
cat__diag_3_584,8.645615025562131e-05
cat__diag_1_250.4,8.296247319663934e-05
cat__diag_3_682,8.10658366394691e-05
cat__diag_3_438,8.017954020983285e-05
cat__diag_1_530,8.002301027258106e-05
cat__diag_1_211,7.940066149784263e-05
cat__diag_1_250.81,7.791078125753474e-05
cat__diag_3_425,7.764318000401357e-05
cat__diag_3_280,7.590855384985868e-05
cat__diag_1_781,7.491748074520934e-05
cat__diag_1_250.2,7.486421128950786e-05
cat__diag_2_789,7.421594223060127e-05
cat__diag_1_185,7.36358626617022e-05
cat__diag_2_424,7.361246635033527e-05
cat__diag_1_401,7.319642743492164e-05
cat__admission_type_id_8,7.310099216714876e-05
cat__diag_3_70,7.050859820251131e-05
cat__diag_1_295,6.94914580496342e-05
cat__diag_3_412,6.880614097487224e-05
cat__diag_3_577,6.68347530370722e-05
cat__diag_2_V45,6.672613445496642e-05
cat__diag_1_535,6.668247376981832e-05
cat__diag_2_250.03,6.641371554860407e-05
cat__diag_3_491,6.61198774599523e-05
cat__admission_source_id_5,6.604309660996108e-05
cat__diag_2_112,6.585707307740858e-05
cat__diag_1_578,6.229812592114835e-05
cat__diag_3_357,6.037517239548047e-05
cat__glipizide_Down,5.7880345413580145e-05
cat__diag_3_799,5.650580037997376e-05
cat__diag_1_438,5.639382426567808e-05
cat__diag_1_436,5.4273189105244105e-05
cat__nateglinide_No,5.378299253755717e-05
cat__diag_2_572,5.3657697310282756e-05
cat__diag_1_411,5.285778316631139e-05
cat__diag_2_412,5.2291759165271016e-05
cat__diag_1_294,5.2234003520259816e-05
cat__diag_2_250.7,5.064221275651672e-05
cat__pioglitazone_Up,5.0246543844322196e-05
cat__diag_1_433,4.9788024298454855e-05
cat__race_Asian,4.9358965301691605e-05
cat__diag_2_41,4.87977672093064e-05
cat__rosiglitazone_Up,4.663150994320043e-05
cat__diag_2_70,4.6171685682154016e-05
cat__diag_3_995,4.494996516209923e-05
cat__diag_3_410,4.488551991676071e-05
cat__diag_1_250.82,4.4758013949722874e-05
cat__diag_2_244,4.4354895730405134e-05
cat__diag_2_404,4.396433731129285e-05
cat__diag_3_466,4.310290958097431e-05
cat__diag_2_410,4.2773023762064106e-05
cat__diag_3_571,4.25653516063441e-05
cat__diag_3_304,4.13872214476304e-05
cat__diag_1_537,4.075103628877244e-05
cat__acarbose_Steady,3.980201590769279e-05
cat__diag_3_530,3.711875571026723e-05
cat__diag_2_197,3.693949452080635e-05
cat__diag_3_411,3.682745069708772e-05
cat__diag_2_569,3.6505977058218915e-05
cat__diag_1_458,3.522084274291972e-05
cat__diag_3_997,3.515477105403824e-05
cat__diag_3_E878,3.50816517134929e-05
cat__diag_2_250.13,3.480864764009573e-05
cat__diag_2_250.92,3.4098855345506525e-05
cat__diag_2_575,3.349044794020409e-05
cat__diag_3_263,3.2949394731837534e-05
cat__diag_2_530,3.154848010317336e-05
cat__diag_2_729,3.108203224112313e-05
cat__diag_2_8,3.078848517134988e-05
cat__diag_3_294,3.019838413074555e-05
cat__diag_3_486,3.0098010523146924e-05
cat__diag_3_287,2.906003468744989e-05
cat__diag_3_284,2.901260713225312e-05
cat__diag_3_112,2.802432846801099e-05
cat__diag_1_531,2.7622680414357013e-05
cat__diag_1_426,2.5803603401217562e-05
cat__diag_1_571,2.4417597693010804e-05
cat__diag_2_553,2.340980033706139e-05
cat__diag_2_V42,2.321653035901607e-05
cat__diag_1_153,2.3037310034587097e-05
cat__glyburide_Down,2.237925364754701e-05
cat__diag_2_578,2.2346442019008732e-05
cat__diag_3_300,2.2208119249395052e-05
cat__diag_2_453,2.1651288886065253e-05
cat__diag_3_327,2.0180202369286987e-05
cat__diag_2_303,2.0116307828246866e-05
cat__diag_3_440,1.9736665005873487e-05
