grupo,n,accuracy,precision,recall,f1_score,taxa_positivos_reais,taxa_positivos_previstos,falsos_positivos,falsos_negativos,taxa_falsos_positivos,taxa_falsos_negativos
Female,10924,0.6149761991944342,0.17972650314738442,0.6597609561752988,0.28249744114636643,0.1148846576345661,0.421731966312706,3779,427,0.3908366945909608,0.3402390438247012
Male,9430,0.6329798515376458,0.16842961757526445,0.6112204724409449,0.264086753136296,0.10774125132555673,0.3909862142099682,3066,395,0.3643926788685524,0.3887795275590551
